"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","49","129158","0.0-5.0-2.21","","","","","","","204","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":62},{""stimulus"":""img/red_lw/2.jpg"",""time"":124},{""stimulus"":""img/red_lw/3.jpg"",""time"":185},{""stimulus"":""img/red_lw/4.jpg"",""time"":247},{""stimulus"":""img/red_lw/5.jpg"",""time"":309},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":432},{""stimulus"":""img/red_lw/8.jpg"",""time"":492},{""stimulus"":""img/red_lw/9.jpg"",""time"":555},{""stimulus"":""img/red_lw/10.jpg"",""time"":616},{""stimulus"":""img/red_lw/11.jpg"",""time"":678}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","50","129623","0.0-5.0-1.22","","465","","img/red_lw/choose11.jpg","2","","203","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","51","130359","0.0-5.0-2.22","","","","","","","203","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":58},{""stimulus"":""img/red_lw/2.jpg"",""time"":119},{""stimulus"":""img/red_lw/3.jpg"",""time"":181},{""stimulus"":""img/red_lw/4.jpg"",""time"":242},{""stimulus"":""img/red_lw/5.jpg"",""time"":304},{""stimulus"":""img/red_lw/6.jpg"",""time"":366},{""stimulus"":""img/red_lw/7.jpg"",""time"":428},{""stimulus"":""img/red_lw/8.jpg"",""time"":489},{""stimulus"":""img/red_lw/9.jpg"",""time"":550},{""stimulus"":""img/red_lw/10.jpg"",""time"":612},{""stimulus"":""img/red_lw/11.jpg"",""time"":673}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","52","130768","0.0-5.0-1.23","","409","","img/red_lw/choose11.jpg","2","","202","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","53","131494","0.0-5.0-2.23","","","","","","","202","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":114},{""stimulus"":""img/red_ll/3.jpg"",""time"":174},{""stimulus"":""img/red_ll/4.jpg"",""time"":236},{""stimulus"":""img/red_ll/5.jpg"",""time"":298},{""stimulus"":""img/red_ll/6.jpg"",""time"":359},{""stimulus"":""img/red_ll/7.jpg"",""time"":420},{""stimulus"":""img/red_ll/8.jpg"",""time"":482},{""stimulus"":""img/red_ll/9.jpg"",""time"":543},{""stimulus"":""img/red_ll/10.jpg"",""time"":604},{""stimulus"":""img/red_ll/11.jpg"",""time"":665}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","54","132200","0.0-5.0-1.24","","706","","img/red_ll/choose11.jpg","1","","201","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","55","132938","0.0-5.0-2.24","","","","","","","201","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":63},{""stimulus"":""img/green_wl/2.jpg"",""time"":125},{""stimulus"":""img/green_wl/3.jpg"",""time"":185},{""stimulus"":""img/green_wl/4.jpg"",""time"":247},{""stimulus"":""img/green_wl/5.jpg"",""time"":308},{""stimulus"":""img/green_wl/6.jpg"",""time"":370},{""stimulus"":""img/green_wl/7.jpg"",""time"":430},{""stimulus"":""img/green_wl/8.jpg"",""time"":493},{""stimulus"":""img/green_wl/9.jpg"",""time"":554},{""stimulus"":""img/green_wl/10.jpg"",""time"":616},{""stimulus"":""img/green_wl/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","56","133687","0.0-5.0-1.25","","749","","img/green_wl/choose11.jpg","2","","200","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","57","134415","0.0-5.0-2.25","","","","","","","200","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":52},{""stimulus"":""img/red_ww/2.jpg"",""time"":112},{""stimulus"":""img/red_ww/3.jpg"",""time"":173},{""stimulus"":""img/red_ww/4.jpg"",""time"":235},{""stimulus"":""img/red_ww/5.jpg"",""time"":296},{""stimulus"":""img/red_ww/6.jpg"",""time"":359},{""stimulus"":""img/red_ww/7.jpg"",""time"":421},{""stimulus"":""img/red_ww/8.jpg"",""time"":482},{""stimulus"":""img/red_ww/9.jpg"",""time"":544},{""stimulus"":""img/red_ww/10.jpg"",""time"":605},{""stimulus"":""img/red_ww/11.jpg"",""time"":667}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","58","134844","0.0-5.0-1.26","","429","","img/red_ww/choose11.jpg","2","","199","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","59","135580","0.0-5.0-2.26","","","","","","","199","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":62},{""stimulus"":""img/red_ww/2.jpg"",""time"":123},{""stimulus"":""img/red_ww/3.jpg"",""time"":184},{""stimulus"":""img/red_ww/4.jpg"",""time"":246},{""stimulus"":""img/red_ww/5.jpg"",""time"":307},{""stimulus"":""img/red_ww/6.jpg"",""time"":368},{""stimulus"":""img/red_ww/7.jpg"",""time"":429},{""stimulus"":""img/red_ww/8.jpg"",""time"":491},{""stimulus"":""img/red_ww/9.jpg"",""time"":553},{""stimulus"":""img/red_ww/10.jpg"",""time"":614},{""stimulus"":""img/red_ww/11.jpg"",""time"":675}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","60","135954","0.0-5.0-1.27","","374","","img/red_ww/choose11.jpg","2","","198","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","61","136689","0.0-5.0-2.27","","","","","","","198","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":56},{""stimulus"":""img/red_ww/2.jpg"",""time"":118},{""stimulus"":""img/red_ww/3.jpg"",""time"":178},{""stimulus"":""img/red_ww/4.jpg"",""time"":240},{""stimulus"":""img/red_ww/5.jpg"",""time"":302},{""stimulus"":""img/red_ww/6.jpg"",""time"":364},{""stimulus"":""img/red_ww/7.jpg"",""time"":426},{""stimulus"":""img/red_ww/8.jpg"",""time"":487},{""stimulus"":""img/red_ww/9.jpg"",""time"":549},{""stimulus"":""img/red_ww/10.jpg"",""time"":611},{""stimulus"":""img/red_ww/11.jpg"",""time"":672}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","62","137081","0.0-5.0-1.28","","392","","img/red_ww/choose11.jpg","2","","197","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","63","137810","0.0-5.0-2.28","","","","","","","197","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":54},{""stimulus"":""img/red_wl/2.jpg"",""time"":115},{""stimulus"":""img/red_wl/3.jpg"",""time"":176},{""stimulus"":""img/red_wl/4.jpg"",""time"":238},{""stimulus"":""img/red_wl/5.jpg"",""time"":300},{""stimulus"":""img/red_wl/6.jpg"",""time"":361},{""stimulus"":""img/red_wl/7.jpg"",""time"":423},{""stimulus"":""img/red_wl/8.jpg"",""time"":484},{""stimulus"":""img/red_wl/9.jpg"",""time"":545},{""stimulus"":""img/red_wl/10.jpg"",""time"":607},{""stimulus"":""img/red_wl/11.jpg"",""time"":668}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","64","138945","0.0-5.0-1.29","","1135","","img/red_wl/choose11.jpg","1","","196","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","65","139686","0.0-5.0-2.29","","","","","","","196","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":66},{""stimulus"":""img/green_ll/2.jpg"",""time"":128},{""stimulus"":""img/green_ll/3.jpg"",""time"":188},{""stimulus"":""img/green_ll/4.jpg"",""time"":250},{""stimulus"":""img/green_ll/5.jpg"",""time"":311},{""stimulus"":""img/green_ll/6.jpg"",""time"":373},{""stimulus"":""img/green_ll/7.jpg"",""time"":435},{""stimulus"":""img/green_ll/8.jpg"",""time"":497},{""stimulus"":""img/green_ll/9.jpg"",""time"":558},{""stimulus"":""img/green_ll/10.jpg"",""time"":619},{""stimulus"":""img/green_ll/11.jpg"",""time"":680}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","66","140275","0.0-5.0-1.30","","589","","img/green_ll/choose11.jpg","1","","195","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","67","141010","0.0-5.0-2.30","","","","","","","195","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":58},{""stimulus"":""img/green_wl/2.jpg"",""time"":119},{""stimulus"":""img/green_wl/3.jpg"",""time"":180},{""stimulus"":""img/green_wl/4.jpg"",""time"":242},{""stimulus"":""img/green_wl/5.jpg"",""time"":304},{""stimulus"":""img/green_wl/6.jpg"",""time"":366},{""stimulus"":""img/green_wl/7.jpg"",""time"":427},{""stimulus"":""img/green_wl/8.jpg"",""time"":489},{""stimulus"":""img/green_wl/9.jpg"",""time"":551},{""stimulus"":""img/green_wl/10.jpg"",""time"":613},{""stimulus"":""img/green_wl/11.jpg"",""time"":674}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","68","141546","0.0-5.0-1.31","","536","","img/green_wl/choose11.jpg","1","","194","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","69","142287","0.0-5.0-2.31","","","","","","","194","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":66},{""stimulus"":""img/green_ll/2.jpg"",""time"":127},{""stimulus"":""img/green_ll/3.jpg"",""time"":188},{""stimulus"":""img/green_ll/4.jpg"",""time"":249},{""stimulus"":""img/green_ll/5.jpg"",""time"":310},{""stimulus"":""img/green_ll/6.jpg"",""time"":372},{""stimulus"":""img/green_ll/7.jpg"",""time"":434},{""stimulus"":""img/green_ll/8.jpg"",""time"":495},{""stimulus"":""img/green_ll/9.jpg"",""time"":557},{""stimulus"":""img/green_ll/10.jpg"",""time"":618},{""stimulus"":""img/green_ll/11.jpg"",""time"":680}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","70","142800","0.0-5.0-1.32","","512","","img/green_ll/choose11.jpg","1","","193","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","71","143534","0.0-5.0-2.32","","","","","","","193","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":57},{""stimulus"":""img/green_wl/2.jpg"",""time"":119},{""stimulus"":""img/green_wl/3.jpg"",""time"":181},{""stimulus"":""img/green_wl/4.jpg"",""time"":242},{""stimulus"":""img/green_wl/5.jpg"",""time"":304},{""stimulus"":""img/green_wl/6.jpg"",""time"":366},{""stimulus"":""img/green_wl/7.jpg"",""time"":427},{""stimulus"":""img/green_wl/8.jpg"",""time"":488},{""stimulus"":""img/green_wl/9.jpg"",""time"":549},{""stimulus"":""img/green_wl/10.jpg"",""time"":612},{""stimulus"":""img/green_wl/11.jpg"",""time"":673}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","72","144228","0.0-5.0-1.33","","694","","img/green_wl/choose11.jpg","2","","192","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","73","144963","0.0-5.0-2.33","","","","","","","192","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":59},{""stimulus"":""img/red_ww/2.jpg"",""time"":121},{""stimulus"":""img/red_ww/3.jpg"",""time"":183},{""stimulus"":""img/red_ww/4.jpg"",""time"":245},{""stimulus"":""img/red_ww/5.jpg"",""time"":306},{""stimulus"":""img/red_ww/6.jpg"",""time"":367},{""stimulus"":""img/red_ww/7.jpg"",""time"":429},{""stimulus"":""img/red_ww/8.jpg"",""time"":489},{""stimulus"":""img/red_ww/9.jpg"",""time"":551},{""stimulus"":""img/red_ww/10.jpg"",""time"":613},{""stimulus"":""img/red_ww/11.jpg"",""time"":673}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","74","145303","0.0-5.0-1.34","","339","","img/red_ww/choose11.jpg","2","","191","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","75","146038","0.0-5.0-2.34","","","","","","","191","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":59},{""stimulus"":""img/red_ww/2.jpg"",""time"":121},{""stimulus"":""img/red_ww/3.jpg"",""time"":183},{""stimulus"":""img/red_ww/4.jpg"",""time"":245},{""stimulus"":""img/red_ww/5.jpg"",""time"":307},{""stimulus"":""img/red_ww/6.jpg"",""time"":367},{""stimulus"":""img/red_ww/7.jpg"",""time"":429},{""stimulus"":""img/red_ww/8.jpg"",""time"":491},{""stimulus"":""img/red_ww/9.jpg"",""time"":552},{""stimulus"":""img/red_ww/10.jpg"",""time"":613},{""stimulus"":""img/red_ww/11.jpg"",""time"":674}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","76","146420","0.0-5.0-1.35","","382","","img/red_ww/choose11.jpg","2","","190","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","77","147162","0.0-5.0-2.35","","","","","","","190","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":66},{""stimulus"":""img/red_wl/2.jpg"",""time"":127},{""stimulus"":""img/red_wl/3.jpg"",""time"":188},{""stimulus"":""img/red_wl/4.jpg"",""time"":249},{""stimulus"":""img/red_wl/5.jpg"",""time"":311},{""stimulus"":""img/red_wl/6.jpg"",""time"":373},{""stimulus"":""img/red_wl/7.jpg"",""time"":434},{""stimulus"":""img/red_wl/8.jpg"",""time"":495},{""stimulus"":""img/red_wl/9.jpg"",""time"":557},{""stimulus"":""img/red_wl/10.jpg"",""time"":618},{""stimulus"":""img/red_wl/11.jpg"",""time"":680}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","78","147519","0.0-5.0-1.36","","357","","img/red_wl/choose11.jpg","2","","189","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","79","148256","0.0-5.0-2.36","","","","","","","189","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":59},{""stimulus"":""img/red_wl/2.jpg"",""time"":121},{""stimulus"":""img/red_wl/3.jpg"",""time"":183},{""stimulus"":""img/red_wl/4.jpg"",""time"":244},{""stimulus"":""img/red_wl/5.jpg"",""time"":306},{""stimulus"":""img/red_wl/6.jpg"",""time"":367},{""stimulus"":""img/red_wl/7.jpg"",""time"":428},{""stimulus"":""img/red_wl/8.jpg"",""time"":490},{""stimulus"":""img/red_wl/9.jpg"",""time"":551},{""stimulus"":""img/red_wl/10.jpg"",""time"":613},{""stimulus"":""img/red_wl/11.jpg"",""time"":675}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","80","148678","0.0-5.0-1.37","","422","","img/red_wl/choose11.jpg","1","","188","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","81","149410","0.0-5.0-2.37","","","","","","","188","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":54},{""stimulus"":""img/green_wl/2.jpg"",""time"":115},{""stimulus"":""img/green_wl/3.jpg"",""time"":176},{""stimulus"":""img/green_wl/4.jpg"",""time"":237},{""stimulus"":""img/green_wl/5.jpg"",""time"":299},{""stimulus"":""img/green_wl/6.jpg"",""time"":361},{""stimulus"":""img/green_wl/7.jpg"",""time"":423},{""stimulus"":""img/green_wl/8.jpg"",""time"":485},{""stimulus"":""img/green_wl/9.jpg"",""time"":546},{""stimulus"":""img/green_wl/10.jpg"",""time"":608},{""stimulus"":""img/green_wl/11.jpg"",""time"":670}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","82","149842","0.0-5.0-1.38","","431","","img/green_wl/choose11.jpg","1","","187","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","83","150578","0.0-5.0-2.38","","","","","","","187","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":59},{""stimulus"":""img/green_ll/2.jpg"",""time"":121},{""stimulus"":""img/green_ll/3.jpg"",""time"":183},{""stimulus"":""img/green_ll/4.jpg"",""time"":244},{""stimulus"":""img/green_ll/5.jpg"",""time"":306},{""stimulus"":""img/green_ll/6.jpg"",""time"":367},{""stimulus"":""img/green_ll/7.jpg"",""time"":429},{""stimulus"":""img/green_ll/8.jpg"",""time"":490},{""stimulus"":""img/green_ll/9.jpg"",""time"":552},{""stimulus"":""img/green_ll/10.jpg"",""time"":613},{""stimulus"":""img/green_ll/11.jpg"",""time"":675}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","84","151084","0.0-5.0-1.39","","505","","img/green_ll/choose11.jpg","1","","186","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","85","151824","0.0-5.0-2.39","","","","","","","186","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":62},{""stimulus"":""img/green_wl/2.jpg"",""time"":125},{""stimulus"":""img/green_wl/3.jpg"",""time"":186},{""stimulus"":""img/green_wl/4.jpg"",""time"":247},{""stimulus"":""img/green_wl/5.jpg"",""time"":309},{""stimulus"":""img/green_wl/6.jpg"",""time"":371},{""stimulus"":""img/green_wl/7.jpg"",""time"":432},{""stimulus"":""img/green_wl/8.jpg"",""time"":494},{""stimulus"":""img/green_wl/9.jpg"",""time"":555},{""stimulus"":""img/green_wl/10.jpg"",""time"":617},{""stimulus"":""img/green_wl/11.jpg"",""time"":677}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","86","152206","0.0-5.0-1.40","","382","","img/green_wl/choose11.jpg","1","","185","green","0.5","0.5","0.5","l","",""
