"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","48","273555","0.0-5.0-2.21","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","204","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":64},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":160},{""stimulus"":""img/green_ll/4.jpg"",""time"":207},{""stimulus"":""img/green_ll/5.jpg"",""time"":253},{""stimulus"":""img/green_ll/6.jpg"",""time"":317},{""stimulus"":""img/green_ll/7.jpg"",""time"":363},{""stimulus"":""img/green_ll/8.jpg"",""time"":409},{""stimulus"":""img/green_ll/9.jpg"",""time"":455},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":565}]","[]"
"image-keyboard-response","49","274121","0.0-5.0-1.22","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","565","","","","choice","","","img/green_ll/choose11.jpg","1","203","green","0.5","0.5","0.5","l","",""
"animation","50","274732","0.0-5.0-2.22","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","203","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":115},{""stimulus"":""img/green_ll/3.jpg"",""time"":162},{""stimulus"":""img/green_ll/4.jpg"",""time"":209},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":363},{""stimulus"":""img/green_ll/8.jpg"",""time"":410},{""stimulus"":""img/green_ll/9.jpg"",""time"":457},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","51","275157","0.0-5.0-1.23","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","425","","","","choice","","","img/green_ll/choose11.jpg","2","202","red","0.5","0.5","0.5","w","",""
"animation","52","275758","0.0-5.0-2.23","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","202","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":163},{""stimulus"":""img/red_lw/4.jpg"",""time"":210},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","53","276343","0.0-5.0-1.24","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","585","","","","choice","","","img/red_lw/choose11.jpg","2","201","red","0.5","0.5","0.5","w","",""
"animation","54","276947","0.0-5.0-2.24","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","201","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":263},{""stimulus"":""img/red_lw/6.jpg"",""time"":309},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":403},{""stimulus"":""img/red_lw/9.jpg"",""time"":465},{""stimulus"":""img/red_lw/10.jpg"",""time"":511},{""stimulus"":""img/red_lw/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","55","277427","0.0-5.0-1.25","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","480","","","","choice","","","img/red_lw/choose11.jpg","2","200","red","0.5","0.5","0.5","w","",""
"animation","56","278031","0.0-5.0-2.25","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","200","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":108},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":264},{""stimulus"":""img/red_lw/6.jpg"",""time"":310},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":465},{""stimulus"":""img/red_lw/10.jpg"",""time"":511},{""stimulus"":""img/red_lw/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","57","278519","0.0-5.0-1.26","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","488","","","","choice","","","img/red_lw/choose11.jpg","2","199","red","0.5","0.5","0.5","w","",""
"animation","58","279130","0.0-5.0-2.26","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","199","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":110},{""stimulus"":""img/red_lw/3.jpg"",""time"":162},{""stimulus"":""img/red_lw/4.jpg"",""time"":209},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":364},{""stimulus"":""img/red_lw/8.jpg"",""time"":410},{""stimulus"":""img/red_lw/9.jpg"",""time"":457},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":565}]","[]"
"image-keyboard-response","59","279579","0.0-5.0-1.27","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","449","","","","choice","","","img/red_lw/choose11.jpg","2","198","red","0.5","0.5","0.5","l","",""
"animation","60","280183","0.0-5.0-2.27","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","198","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":109},{""stimulus"":""img/red_ll/3.jpg"",""time"":155},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":264},{""stimulus"":""img/red_ll/6.jpg"",""time"":310},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":403},{""stimulus"":""img/red_ll/9.jpg"",""time"":465},{""stimulus"":""img/red_ll/10.jpg"",""time"":511},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","61","280677","0.0-5.0-1.28","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","493","","","","choice","","","img/red_ll/choose11.jpg","1","197","green","0.5","0.5","0.5","l","",""
"animation","62","281282","0.0-5.0-2.28","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","197","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":50},{""stimulus"":""img/green_ll/2.jpg"",""time"":110},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":265},{""stimulus"":""img/green_ll/6.jpg"",""time"":311},{""stimulus"":""img/green_ll/7.jpg"",""time"":358},{""stimulus"":""img/green_ll/8.jpg"",""time"":404},{""stimulus"":""img/green_ll/9.jpg"",""time"":451},{""stimulus"":""img/green_ll/10.jpg"",""time"":512},{""stimulus"":""img/green_ll/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","63","281709","0.0-5.0-1.29","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","426","","","","choice","","","img/green_ll/choose11.jpg","1","196","green","0.5","0.5","0.5","w","",""
"animation","64","282320","0.0-5.0-2.29","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","196","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":50},{""stimulus"":""img/green_wl/2.jpg"",""time"":115},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":207},{""stimulus"":""img/green_wl/5.jpg"",""time"":254},{""stimulus"":""img/green_wl/6.jpg"",""time"":300},{""stimulus"":""img/green_wl/7.jpg"",""time"":362},{""stimulus"":""img/green_wl/8.jpg"",""time"":409},{""stimulus"":""img/green_wl/9.jpg"",""time"":455},{""stimulus"":""img/green_wl/10.jpg"",""time"":502},{""stimulus"":""img/green_wl/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","65","282873","0.0-5.0-1.30","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","552","","","","choice","","","img/green_wl/choose11.jpg","1","195","green","0.5","0.5","0.5","w","",""
"animation","66","283481","0.0-5.0-2.30","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","195","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":113},{""stimulus"":""img/green_wl/3.jpg"",""time"":159},{""stimulus"":""img/green_wl/4.jpg"",""time"":206},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":314},{""stimulus"":""img/green_wl/7.jpg"",""time"":360},{""stimulus"":""img/green_wl/8.jpg"",""time"":407},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":515},{""stimulus"":""img/green_wl/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","67","283883","0.0-5.0-1.31","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","401","","","","choice","","","img/green_wl/choose11.jpg","1","194","green","0.5","0.5","0.5","l","",""
"animation","68","284486","0.0-5.0-2.31","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","194","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":108},{""stimulus"":""img/green_ll/3.jpg"",""time"":154},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":263},{""stimulus"":""img/green_ll/6.jpg"",""time"":310},{""stimulus"":""img/green_ll/7.jpg"",""time"":356},{""stimulus"":""img/green_ll/8.jpg"",""time"":402},{""stimulus"":""img/green_ll/9.jpg"",""time"":464},{""stimulus"":""img/green_ll/10.jpg"",""time"":510},{""stimulus"":""img/green_ll/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","69","284969","0.0-5.0-1.32","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","483","","","","choice","","","img/green_ll/choose11.jpg","1","193","green","0.5","0.5","0.5","l","",""
"animation","70","285585","0.0-5.0-2.32","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","193","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":105},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":213},{""stimulus"":""img/green_ll/5.jpg"",""time"":260},{""stimulus"":""img/green_ll/6.jpg"",""time"":306},{""stimulus"":""img/green_ll/7.jpg"",""time"":353},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":461},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","71","286007","0.0-5.0-1.33","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","421","","","","choice","","","img/green_ll/choose11.jpg","2","192","red","0.5","0.5","0.5","w","",""
"animation","72","286608","0.0-5.0-2.33","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","192","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":166},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","73","287149","0.0-5.0-1.34","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","541","","","","choice","","","img/red_lw/choose11.jpg","2","191","red","0.5","0.5","0.5","w","",""
"animation","74","287765","0.0-5.0-2.34","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","191","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":106},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":215},{""stimulus"":""img/red_lw/5.jpg"",""time"":261},{""stimulus"":""img/red_lw/6.jpg"",""time"":308},{""stimulus"":""img/red_lw/7.jpg"",""time"":353},{""stimulus"":""img/red_lw/8.jpg"",""time"":416},{""stimulus"":""img/red_lw/9.jpg"",""time"":462},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":555}]","[]"
"image-keyboard-response","75","288251","0.0-5.0-1.35","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","486","","","","choice","","","img/red_lw/choose11.jpg","2","190","red","0.5","0.5","0.5","w","",""
"animation","76","288863","0.0-5.0-2.35","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","190","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":164},{""stimulus"":""img/red_lw/4.jpg"",""time"":210},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":411},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":566}]","[]"
"image-keyboard-response","77","289293","0.0-5.0-1.36","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","429","","","","choice","","","img/red_lw/choose11.jpg","2","189","red","0.5","0.5","0.5","l","",""
"animation","78","289899","0.0-5.0-2.36","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","189","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":112},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":205},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":312},{""stimulus"":""img/red_ll/7.jpg"",""time"":359},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":514},{""stimulus"":""img/red_ll/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","79","290467","0.0-5.0-1.37","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","568","","","","choice","","","img/red_ll/choose11.jpg","1","188","green","0.5","0.5","0.5","l","",""
"animation","80","291074","0.0-5.0-2.37","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","188","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":112},{""stimulus"":""img/green_ll/3.jpg"",""time"":159},{""stimulus"":""img/green_ll/4.jpg"",""time"":205},{""stimulus"":""img/green_ll/5.jpg"",""time"":251},{""stimulus"":""img/green_ll/6.jpg"",""time"":313},{""stimulus"":""img/green_ll/7.jpg"",""time"":360},{""stimulus"":""img/green_ll/8.jpg"",""time"":406},{""stimulus"":""img/green_ll/9.jpg"",""time"":452},{""stimulus"":""img/green_ll/10.jpg"",""time"":514},{""stimulus"":""img/green_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","81","291565","0.0-5.0-1.38","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","490","","","","choice","","","img/green_ll/choose11.jpg","1","187","green","0.5","0.5","0.5","w","",""
"animation","82","292170","0.0-5.0-2.38","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","187","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":64},{""stimulus"":""img/green_wl/2.jpg"",""time"":110},{""stimulus"":""img/green_wl/3.jpg"",""time"":157},{""stimulus"":""img/green_wl/4.jpg"",""time"":203},{""stimulus"":""img/green_wl/5.jpg"",""time"":265},{""stimulus"":""img/green_wl/6.jpg"",""time"":312},{""stimulus"":""img/green_wl/7.jpg"",""time"":357},{""stimulus"":""img/green_wl/8.jpg"",""time"":404},{""stimulus"":""img/green_wl/9.jpg"",""time"":466},{""stimulus"":""img/green_wl/10.jpg"",""time"":512},{""stimulus"":""img/green_wl/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","83","292701","0.0-5.0-1.39","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","530","","","","choice","","","img/green_wl/choose11.jpg","2","186","red","0.5","0.5","0.5","l","",""
"animation","84","293314","0.0-5.0-2.39","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","186","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":51},{""stimulus"":""img/red_wl/2.jpg"",""time"":104},{""stimulus"":""img/red_wl/3.jpg"",""time"":166},{""stimulus"":""img/red_wl/4.jpg"",""time"":212},{""stimulus"":""img/red_wl/5.jpg"",""time"":259},{""stimulus"":""img/red_wl/6.jpg"",""time"":305},{""stimulus"":""img/red_wl/7.jpg"",""time"":351},{""stimulus"":""img/red_wl/8.jpg"",""time"":413},{""stimulus"":""img/red_wl/9.jpg"",""time"":459},{""stimulus"":""img/red_wl/10.jpg"",""time"":505},{""stimulus"":""img/red_wl/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","85","293671","0.0-5.0-1.40","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","356","","","","choice","","","img/red_wl/choose11.jpg","1","185","green","0.5","0.5","0.5","w","",""
"animation","86","294288","0.0-5.0-2.40","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","185","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":107},{""stimulus"":""img/green_wl/3.jpg"",""time"":153},{""stimulus"":""img/green_wl/4.jpg"",""time"":215},{""stimulus"":""img/green_wl/5.jpg"",""time"":261},{""stimulus"":""img/green_wl/6.jpg"",""time"":307},{""stimulus"":""img/green_wl/7.jpg"",""time"":354},{""stimulus"":""img/green_wl/8.jpg"",""time"":415},{""stimulus"":""img/green_wl/9.jpg"",""time"":462},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":555}]","[]"
